4.984276771545410156e+00 1.757694426696420688e-28 4.478757629394531250e+02 -4.906709511667034620e+21 2.171300351619720459e-03 -6.760327974503210768e-13 1.703492552042007446e-02 2.834371328353881836e+00
1.178403794765472412e-01 6.215113634528633785e-28 -3.738050079345703125e+01 -1.234108598776896684e+21 3.423428907990455627e-02 4.536888036478850528e-14 -2.409894717857241631e-03 3.379767760634422302e-02
5.056684494018554688e+00 -3.247079608379234952e-28 9.428505859375000000e+02 -9.864936825371467186e+21 9.752527624368667603e-02 -4.150391984844396809e-14 2.746693417429924011e-02 -3.293001890182495117e+00
2.990896701812744141e-01 -2.016972384347687742e-28 -3.219567871093750000e+02 1.735398608615600292e+20 3.626424819231033325e-02 9.007282631345522872e-14 -1.267278939485549927e-02 1.865548044443130493e-01
5.174658775329589844e+00 -1.614831784168443504e-27 -3.932988281250000000e+02 1.692138015757497795e+20 1.505333581008017063e-03 -8.575464557208922756e-14 2.975610271096229553e-02 4.399959564208984375e+00
3.159745693206787109e+00 -2.509641273414605392e-28 9.900768280029296875e+01 3.361247156295413268e+20 7.709553837776184082e-02 2.004266808671838901e-14 3.203255683183670044e-02 6.972802877426147461e-01
2.346824645996093750e+00 -1.536042375329550562e-27 5.277142333984375000e+02 -1.381253741831740457e+20 3.032763488590717316e-02 5.724429719307366771e-13 3.306317841634154320e-03 -2.237417697906494141e+00
1.294288873672485352e+00 2.481424233058144951e-28 -1.101458644866943359e+01 -1.846598429574260851e+21 1.650825329124927521e-02 -4.142656812207434758e-13 -1.306727528572082520e-02 1.256591558456420898e+00
6.386133432388305664e-01 4.749592169304235664e-28 -8.321932983398437500e+02 -1.864190298959328051e+20 3.395469859242439270e-02 -4.805913154416752153e-13 -3.260974958539009094e-02 -6.593346595764160156e-01
3.217677116394042969e+00 1.280601134942870235e-28 1.511118164062500000e+02 -5.796513274594341159e+21 1.066620578058063984e-03 -1.651254680950023368e-13 2.680511027574539185e-02 3.260000944137573242e+00
1.565399289131164551e+00 7.002282995479490281e-27 -1.705818557739257812e+01 5.190836264133281710e+20 3.100870642811059952e-03 -4.216448696268970675e-14 3.667403711006045341e-03 1.568934679031372070e+00
3.841051757335662842e-01 -7.362730029035294530e-28 5.403619995117187500e+02 -9.055940024658162614e+21 9.567599743604660034e-02 -1.562913176428228773e-14 -6.574693322181701660e-02 5.183962732553482056e-02
