2.500428673542659894e+26 1.068842388728119541e-12 -1.297310947947436245e-31 -9.822505712509155273e-02 -1.580106547200000000e+11 5.180595070123672485e-02 3.040714263916015625e-01 1.882125496864318848e+00 -2.727120896000000000e+09
2.506025000642881714e+25 1.805890831839407351e-12 1.486901612264724625e-31 -1.600097306072711945e-02 4.640675463168000000e+12 8.966791629791259766e-02 2.160776406526565552e-01 2.167274713516235352e+00 -5.199649280000000000e+08
4.710401555728555724e+26 1.086840686892465158e-11 5.685303348232230965e-31 -1.341580599546432495e-02 2.323485655040000000e+11 3.531781956553459167e-02 2.056494727730751038e-02 7.144529223442077637e-01 -5.037727232000000000e+09
2.402261557942803459e+26 2.004321188187052627e-11 5.394215211940367580e-31 4.075624980032444000e-03 -5.140592721920000000e+11 1.078552752733230591e-01 7.830785959959030151e-02 2.775661230087280273e+00 2.000203520000000000e+08
3.506161946978411724e+26 7.489209773170468765e-12 -1.145950651303070956e-32 1.134189125150442123e-02 6.140569583616000000e+12 2.996727228164672852e-01 8.788361549377441406e-01 2.025389194488525391e+00 9.748516800000000000e+07
3.149085877750026167e+25 1.109693153339419425e-11 2.570955726904484916e-32 -1.947104814462363720e-03 6.601264988160000000e+11 7.355982661247253418e-01 3.486910834908485413e-02 1.673942208290100098e+00 -2.364869600000000000e+07
3.800038502556204488e+26 6.749187320131966317e-11 2.008251929665152127e-31 -1.013006363064050674e-02 3.796960215040000000e+11 5.652813985943794250e-02 5.397029966115951538e-02 2.435566663742065430e+00 -8.780773760000000000e+08
2.075694789322227051e+26 3.037255993584841995e-12 -1.362793388902647839e-31 -4.224482923746109009e-03 -3.834286702592000000e+12 6.089877486228942871e-01 7.599058002233505249e-02 8.713105320930480957e-01 -6.743092800000000000e+07
1.464577170473461558e+25 2.055239659015661857e-12 -5.577249556515944652e-31 6.193594075739383698e-03 -5.818728054784000000e+12 1.326738595962524414e-01 1.057196632027626038e-01 8.166555762290954590e-01 5.689579520000000000e+08
2.701964240935116279e+25 3.851957641742842497e-11 -1.576461351359523888e-32 1.461133244447410107e-03 -3.714471690240000000e+12 6.763923168182373047e-02 5.163605138659477234e-02 6.989145278930664062e-01 3.017637120000000000e+08
1.955402279945481905e+26 2.774310295383664027e-12 3.575045545285773194e-31 7.171636447310447693e-03 -2.146709405696000000e+12 9.205669164657592773e-01 1.700141727924346924e-01 2.424396872520446777e-01 8.518975200000000000e+07
7.008523126807876332e+25 4.200309197677221107e-11 -5.233873315609674439e-32 1.855679671280086040e-03 1.988963729408000000e+12 7.888374924659729004e-01 2.230667136609554291e-02 2.314667224884033203e+00 2.074141000000000000e+07
1.447227085334934039e+25 1.817015461702542467e-11 -4.460977081285824318e-31 1.926267892122268677e-02 -4.028068790272000000e+12 3.684549629688262939e-01 7.131063193082809448e-02 2.059073209762573242e+00 4.255731520000000000e+08
2.854502212355027932e+25 4.767684511075565013e-11 -1.666235500623913137e-31 -9.710227139294147491e-03 6.394752532480000000e+11 2.715735509991645813e-02 9.814614802598953247e-02 2.625747442245483398e+00 -7.124076800000000000e+08
2.220991675823444756e+26 2.007645352047893184e-12 3.408909637299876998e-31 4.956991970539093018e-02 2.004151828480000000e+11 3.365152701735496521e-02 5.747161060571670532e-02 6.175863742828369141e-01 1.244346777600000000e+10
1.285587259804753172e+25 4.888167128014320184e-12 -3.732556616120816102e-31 2.992217428982257843e-03 -4.791736074240000000e+11 6.787327527999877930e-01 7.043556123971939087e-02 2.190068960189819336e+00 3.725353600000000000e+07
3.574176568117704738e+25 2.527093985460471259e-12 1.302676521299123347e-32 7.847619801759719849e-02 2.813802315776000000e+12 4.128393232822418213e-01 2.526427507400512695e-01 4.575340449810028076e-01 3.249313280000000000e+09
2.729115081200005682e+25 1.124544142701300320e-12 5.135907851511015163e-31 -1.014095381833612919e-03 -2.709519728640000000e+11 2.203337550163269043e-01 1.821612566709518433e-02 7.568874359130859375e-01 -4.393163200000000000e+07
1.577223919483395753e+26 2.190675765789684704e-11 -5.378623454871060759e-31 -4.030180163681507111e-03 -5.988956897280000000e+11 7.192404270172119141e-01 7.430130988359451294e-02 1.059302091598510742e+00 -5.280682400000000000e+07
3.145416589769464416e+25 1.186705334693671787e-11 -3.822341344834362751e-31 4.459791630506515503e-02 7.562303897600000000e+11 9.881600141525268555e-01 5.333630368113517761e-02 8.888745903968811035e-01 4.195285120000000000e+08
