6.131693125000000000e+05 1.956258010864257812e+01 4.653772830963134766e+00 -7.170074939727783203e+00 3.356223106384277344e+00 -1.630032280179394531e+31 -5.850092887878417969e+00 1.284038066864013672e+00 -1.927939295768737793e+00 3.751667499542236328e+00 3.132796799754089534e-11
9.560422000000000000e+06 1.944276046752929688e+01 1.415894622802734375e+02 -3.350456237792968750e+00 -1.256781578063964844e+00 8.106259864220577205e+30 2.828541755676269531e+00 4.463803291320800781e+00 2.053118228912353516e+00 -9.441600799560546875e+00 1.320075271316056842e-09
1.961173375000000000e+06 8.585305786132812500e+02 3.969200744628906250e+02 4.397936344146728516e+00 -1.140691637992858887e+00 -3.940505496060625038e+30 8.346410751342773438e+00 -1.046718239784240723e+00 -6.840941429138183594e+00 6.434590339660644531e+00 7.705950366698743892e-08
5.452471250000000000e+05 4.134596824645996094e+00 3.344517898559570312e+01 -1.513329505920410156e+00 3.514576911926269531e+00 6.695413693155142438e+31 -2.121631383895874023e+00 2.505335807800292969e+00 -1.584210991859436035e+00 -2.799198865890502930e+00 1.916205388807767918e-10
6.687496000000000000e+06 1.147029953002929688e+02 2.962999725341796875e+01 -6.604258537292480469e+00 2.456751346588134766e+00 -9.805576045799832019e+31 -1.633958339691162109e+00 -3.343747377395629883e+00 -3.830966711044311523e+00 -4.505978107452392578e+00 2.653645525541037387e-09
7.364651875000000000e+05 4.140147705078125000e+02 2.455597400665283203e+00 1.069620490074157715e+00 -1.046842932701110840e+00 -1.664311130009403419e+31 -2.267849922180175781e+00 -5.955843448638916016e+00 -1.541921019554138184e+00 -3.783886432647705078e+00 2.936519027940676096e-09
7.048923125000000000e+05 1.849723663330078125e+02 3.418773193359375000e+02 -2.366093158721923828e+00 1.468724489212036133e+00 1.027936809804631272e+31 6.224145889282226562e+00 9.987070083618164062e+00 3.903619289398193359e+00 5.872517108917236328e+00 1.289074162968972814e-07
1.768678750000000000e+05 5.290014648437500000e+02 3.106563415527343750e+02 2.752181291580200195e+00 -4.134531497955322266e+00 1.444140229922785577e+31 -2.382386922836303711e+00 -2.856961011886596680e+00 5.234032630920410156e+00 1.798220634460449219e+00 1.844764767611195566e-07
1.279098875000000000e+06 2.728736267089843750e+02 1.313208961486816406e+01 3.797130107879638672e+00 -3.973817348480224609e+00 -1.134268484731745789e+31 4.939434528350830078e+00 -1.281707763671875000e+00 -1.796174287796020508e+00 -5.359247207641601562e+00 2.139512123022768719e-09
1.919816125000000000e+06 8.877347946166992188e+00 3.787006855010986328e+00 8.315099716186523438e+00 -2.350545644760131836e+00 -1.451099955420016017e+30 3.615853548049926758e+00 5.463671684265136719e+00 4.873865127563476562e+00 -6.364634513854980469e+00 9.215776579363232912e-12
7.722843125000000000e+05 1.056024703979492188e+02 5.994746704101562500e+02 -8.806330680847167969e+00 -3.789855718612670898e+00 -1.700781641457791667e+31 -2.386207818984985352e+00 -1.748136878013610840e+00 9.098557472229003906e+00 5.405201435089111328e+00 1.077507150171186368e-07
9.674857500000000000e+05 3.239892244338989258e+00 2.233523101806640625e+02 4.804440498352050781e+00 -4.019344329833984375e+00 -3.413666081080909310e+31 1.457951903343200684e+00 -6.051012516021728516e+00 -4.667797088623046875e+00 -7.252371788024902344e+00 3.427224337659851017e-10
3.914465312500000000e+05 1.435790557861328125e+02 9.119472503662109375e+00 -1.903859257698059082e+00 -4.077422142028808594e+00 1.193810620091987466e+31 -8.581714630126953125e+00 5.110136985778808594e+00 -2.448298692703247070e+00 1.299066901206970215e+00 4.237467876588851823e-10
1.436210500000000000e+06 5.989261627197265625e+01 1.185658111572265625e+02 -6.299990177154541016e+00 9.978053092956542969e+00 -8.168392606719671071e+31 2.021149635314941406e+00 1.628844738006591797e+00 2.284271955490112305e+00 -3.716368675231933594e+00 1.573893682049742893e-09
2.299467187500000000e+05 1.964416122436523438e+01 1.001724853515625000e+02 2.121648311614990234e+00 -5.732924461364746094e+00 -9.685604181742587603e+30 -4.859731674194335938e+00 1.597433686256408691e+00 -6.741349697113037109e+00 3.186728954315185547e+00 6.503255156609100140e-10
8.126646875000000000e+05 2.848178386688232422e+00 5.230902671813964844e+00 -1.484955072402954102e+00 -1.977677941322326660e+00 2.375873805763324677e+30 1.489965558052062988e+00 4.371565818786621094e+00 9.832847595214843750e+00 5.794661998748779297e+00 4.000965878048212687e-11
8.086020000000000000e+06 9.528945312500000000e+02 1.048302936553955078e+01 7.216004848480224609e+00 5.128144741058349609e+00 1.916480785383945976e+30 3.166708946228027344e+00 1.057163834571838379e+00 -1.016543626785278320e+00 3.369159936904907227e+00 2.377395702524154331e-08
2.477475156250000000e+05 4.030216693878173828e+00 2.789015502929687500e+02 -3.938904047012329102e+00 -1.980360627174377441e+00 4.877847641456102286e+30 -5.190725326538085938e+00 -5.965010643005371094e+00 -3.975664854049682617e+00 -2.104145765304565430e+00 9.450923599274574372e-09
4.937872812500000000e+05 1.204066371917724609e+01 2.733896636962890625e+01 -8.054557800292968750e+00 -8.630241394042968750e+00 -1.820070160195498914e+30 7.378764629364013672e+00 7.049746036529541016e+00 -5.802392482757568359e+00 -3.673521041870117188e+00 4.419043353465212931e-09
2.637225750000000000e+06 4.619822692871093750e+01 1.060739636421203613e+00 5.427991867065429688e+00 3.106084585189819336e+00 4.856215122839918112e+30 -5.279380798339843750e+00 -1.307581067085266113e+00 1.372929453849792480e+00 1.102827548980712891e+00 1.539917915405197846e-10
3.759381500000000000e+06 3.472830581665039062e+01 2.626843261718750000e+02 -8.568181991577148438e+00 1.941541552543640137e+00 1.065831435868525554e+31 1.871198177337646484e+00 -1.001973628997802734e+00 -1.568049073219299316e+00 -1.603283047676086426e+00 5.129013214144606536e-09
8.223648750000000000e+05 5.147505950927734375e+01 1.542245388031005859e+00 1.848368287086486816e+00 1.635930299758911133e+00 9.198795866981480110e+31 -4.572908878326416016e+00 -1.009382009506225586e+00 -7.591924667358398438e+00 5.260083675384521484e+00 2.978079241544584477e-11
1.971881406250000000e+05 1.097790598869323730e+00 6.410748901367187500e+02 4.610758781433105469e+00 -7.855175018310546875e+00 -1.084052169371311557e+30 2.529257297515869141e+00 -1.597491741180419922e+00 -1.294621825218200684e+00 -4.317094802856445312e+00 2.587033365308855082e-10
1.128234843750000000e+05 6.765733032226562500e+02 3.969909667968750000e+02 -1.907279491424560547e+00 3.277184009552001953e+00 2.190185368837884317e+30 1.086791992187500000e+00 -2.117085695266723633e+00 6.615915775299072266e+00 1.401038289070129395e+00 2.786318020753242308e-07
6.089435625000000000e+05 2.376892395019531250e+02 4.843564605712890625e+01 5.517440319061279297e+00 1.210609316825866699e+00 3.011894092041822679e+31 1.714015960693359375e+00 -3.778586626052856445e+00 9.077178955078125000e+00 -4.313962459564208984e+00 3.369527545871164875e-09
6.318845000000000000e+05 3.696962585449218750e+02 1.594566059112548828e+01 -1.196990370750427246e+00 -3.430786132812500000e+00 1.258235410387206944e+30 6.970270156860351562e+00 -1.236310839653015137e+00 6.625808238983154297e+00 -8.641757965087890625e+00 1.288168016699842156e-09
9.539860000000000000e+06 1.355094909667968750e+02 7.473812866210937500e+02 -1.364726185798645020e+00 6.474350929260253906e+00 -7.016497620860198105e+31 -4.727687835693359375e+00 5.596308708190917969e+00 9.193813323974609375e+00 8.077860832214355469e+00 3.993083907971595181e-08
