-1.801793929525042350e-25 -7.391907274723052979e-03 7.581723785400390625e+01 6.554766323483781418e-19 9.178652167320251465e-01 -1.478374838829040527e+00 6.791910159263633630e+24 5.963178635815813120e+17 -1.348477728587776000e+15
-2.986649327360677155e-25 2.091008797287940979e-02 4.837335586547851562e+01 -3.658546178548735902e-19 9.946107864379882812e-01 1.022793203592300415e-01 2.205554690983586609e+24 2.276478008573296640e+17 -1.232777886302208000e+15
-1.933674093286177373e-25 -1.261001825332641602e-02 4.447632598876953125e+01 -1.129718431926088339e-19 8.920484781265258789e-01 -1.447782665491104126e-01 1.084601826202042514e+24 1.716370223990308864e+18 -3.828679138344960000e+14
5.740979611171832096e-25 -8.017986081540584564e-03 6.581587524414062500e+02 -1.859916576677763063e-20 5.578625798225402832e-01 8.601315021514892578e-01 3.055906069994798030e+24 1.519691508159086592e+18 1.353500223078400000e+14
1.755543285822870597e-24 -5.690469872206449509e-03 3.391659164428710938e+01 -1.427553341775872906e-19 2.569541037082672119e-01 -5.719642162322998047e+00 1.866525692618971713e+23 2.361466306030469120e+17 2.259563839488000000e+14
1.566736552558271699e-25 -1.040927320718765259e-02 3.782139968872070312e+01 6.563632665674584184e-19 5.179622173309326172e-01 3.467815816402435303e-01 1.448884669405144919e+24 1.925418308195057664e+18 2.829606998507520000e+14
1.638382872122707044e-25 1.203767955303192139e-02 4.190508422851562500e+02 -1.117163801243836728e-20 5.536607503890991211e-01 1.078171610832214355e+00 5.289223399039693666e+23 6.215919250524078080e+17 1.042125789593600000e+13
-1.560041366796144531e-24 3.337267786264419556e-02 8.850386352539062500e+02 -2.565141621748579035e-19 1.312991678714752197e-01 -1.222929880023002625e-01 1.299763802401060778e+23 1.852012403663831040e+17 -2.738016747520000000e+12
6.807139915720002445e-24 2.009839192032814026e-02 2.001241683959960938e+01 -2.702299799537235050e-19 6.249331831932067871e-01 -1.158250451087951660e+00 8.347351725234621394e+24 3.464593437276241920e+17 1.615039988288716800e+17
-7.505077206043306193e-25 -8.867081254720687866e-03 2.717572631835937500e+02 -9.506097118236230980e-19 4.893478155136108398e-01 2.491789311170578003e-01 1.035112742674387645e+23 1.413360075099078656e+18 -1.273254064947200000e+13
