8.836755901575088501e-02 7.536453906250000000e+04 3.202066667373770770e-10 1.795068608555357359e+22 2.300000000000000000e+01 6.715913936083950375e-11 -3.641036746557801962e-04 4.674644088745117188e+01
3.792723873630166054e-03 1.031948144531250000e+04 1.251965475734806432e-10 5.089519740331248478e+22 7.300000000000000000e+01 2.738312077088522756e-10 -4.689743946073576808e-05 2.021142578125000000e+01
6.491542607545852661e-02 1.557682519531250000e+04 2.445408979478980172e-11 -8.066810723029087997e+22 9.700000000000000000e+01 2.101969709400464126e-10 -1.266984145331662148e-05 6.107892456054687500e+02
1.276286970824003220e-02 1.892134960937500000e+04 1.301744823045680732e-10 8.662727205866737123e+23 1.100000000000000000e+01 2.892958095301878529e-10 -3.734771235031075776e-05 1.544307231903076172e+00
3.775192890316247940e-03 2.590688593750000000e+05 1.429417088166795580e-11 3.262437113680742853e+23 3.800000000000000000e+01 8.559827291421129303e-10 -1.167898080893792212e-04 5.451378345489501953e+00
2.758203539997339249e-03 4.009637187500000000e+05 6.801342822271294608e-10 2.433330907465297953e+22 5.700000000000000000e+01 1.306412339419082969e-10 2.310983109055086970e-05 8.961403846740722656e+00
2.000738494098186493e-02 1.804977031250000000e+05 5.145917580939851632e-10 -9.395713085235213527e+22 6.100000000000000000e+01 9.789875160537420129e-11 -2.211894025094807148e-04 7.444747924804687500e+01
1.135459635406732559e-02 2.847037187500000000e+05 1.560831047742183841e-10 -9.005985804857393294e+23 9.000000000000000000e+00 6.877545200012491478e-10 8.592494414187967777e-04 9.197223186492919922e-01
4.833129048347473145e-02 1.548595800781250000e+04 7.238865618042211736e-10 9.916311187760733382e+22 2.300000000000000000e+01 2.784524694154910662e-11 -3.180959902238100767e-04 2.556725120544433594e+01
1.951287500560283661e-03 2.619685742187500000e+04 7.501030907519634638e-10 7.612801943873942821e+22 3.000000000000000000e+00 1.832013429847734187e-10 -1.782819890649989247e-04 1.756158843636512756e-02
3.325934521853923798e-03 5.805094921875000000e+04 3.616994759259029024e-10 -3.951838416863423260e+23 6.000000000000000000e+01 5.980226314150627331e-10 2.297741048096213490e-05 1.197336483001708984e+01
1.885769143700599670e-02 9.070628125000000000e+05 4.554819577062829694e-10 -6.004746660925033520e+22 9.500000000000000000e+01 3.512167501273921744e-10 -7.369771483354270458e-04 1.701906738281250000e+02
1.655921689234673977e-03 1.576860468750000000e+05 9.800673467230680558e-11 5.597503080156518479e+23 4.900000000000000000e+01 2.086804062884084487e-10 -2.394965486018918455e-05 3.975868225097656250e+00
2.414822578430175781e-03 4.558512109375000000e+04 4.921948404401632615e-10 9.629812896025708331e+22 3.500000000000000000e+01 8.689027275465832645e-10 1.779222511686384678e-04 2.958157539367675781e+00
