1.207308959960937500e+02 1.089157658862325470e-22 -9.606519165039062500e+02 5.543008835840824286e-18 1.125626160000000000e+08 1.820407176539441988e-24 6.317698560000000000e+08 3.024556099262554199e-05
1.222317581176757812e+02 -4.632863319705480656e-21 7.979189300537109375e+01 4.063971023107220811e-18 2.555285920000000000e+08 9.531553882295814921e-25 3.101747968000000000e+09 2.029432507697492838e-04
1.158208942413330078e+01 -4.320147850688521933e-21 -1.001717605590820312e+02 7.764870968668991397e-18 9.307514240000000000e+08 7.861286065896883089e-24 1.235897360000000000e+08 1.015343819744884968e-03
9.593646240234375000e+01 -2.823905703476574453e-22 -2.400964355468750000e+01 4.819744193946812053e-17 2.075824768000000000e+09 1.325000728471706539e-25 1.066686320000000000e+08 9.602330464986152947e-06
9.763640594482421875e+01 -1.323302051604743109e-22 -4.365990829467773438e+01 2.083963059704605006e-18 2.944656000000000000e+08 1.937369783367621373e-25 1.130351600000000000e+08 1.303528396334741046e-08
3.328041992187500000e+02 2.060983100177306791e-21 -2.108621597290039062e+01 1.207479546152242318e-17 9.417960960000000000e+08 2.083635318773527310e-25 8.428663680000000000e+08 2.476068220857996494e-05
5.291326293945312500e+02 4.310479369485741476e-22 3.403524169921875000e+02 1.616994995295197431e-17 2.331548160000000000e+09 4.622126159168066432e-24 4.088932480000000000e+08 5.060379044152796268e-04
5.818006591796875000e+02 -9.119673321590840896e-22 -9.430969238281250000e+02 4.311462552484412883e-17 1.983095840000000000e+08 1.482790165848210609e-25 6.969145600000000000e+08 1.236452311277389526e-01
1.035858726501464844e+01 9.977191631292496154e-21 6.291287612915039062e+01 1.178217142764020470e-18 1.211472080000000000e+08 2.686816362794913290e-25 4.953688576000000000e+09 4.918166814604774117e-05
4.067990722656250000e+02 -7.634749826377651394e-22 1.359298992156982422e+01 1.425173300169252908e-17 3.422846400000000000e+08 2.561881749525699954e-25 2.341625856000000000e+09 1.967033540495322086e-06
1.563390197753906250e+02 1.270012667299763649e-22 -4.526951217651367188e+01 1.047833522493385466e-17 1.850773440000000000e+08 5.816452497772268264e-24 3.226060800000000000e+08 3.263391761265665991e-07
2.954000549316406250e+02 -1.671126273768655062e-21 -2.692815971374511719e+01 4.038832094393060492e-17 2.713748736000000000e+09 1.020634217261492452e-25 3.761216640000000000e+08 2.970300265587866306e-04
1.088770580291748047e+01 4.581780070118929520e-21 -5.371535491943359375e+01 6.234303443368029531e-17 7.909856256000000000e+09 1.701380490500848537e-24 2.705952000000000000e+08 2.116889134049415588e-02
6.623869323730468750e+01 -1.573903673173655980e-21 -2.996749114990234375e+01 1.899264795859783392e-18 3.141356800000000000e+09 1.200825393823768426e-25 6.171250560000000000e+08 7.215807613647484686e-07
7.552685546875000000e+02 -1.030205073673200575e-22 -5.669895019531250000e+02 4.461738439600391548e-17 8.524460544000000000e+09 2.470527219358514918e-25 1.659548640000000000e+08 6.107485969550907612e-04
3.024336547851562500e+02 -4.787426439830792908e-22 -1.599907531738281250e+02 1.154818788174309545e-18 9.555179520000000000e+08 2.078774703002201469e-24 8.303535616000000000e+09 7.035234261820733082e-07
2.582176208496093750e+02 1.476495431519553047e-22 4.173306579589843750e+02 1.848764799077961637e-18 5.064724480000000000e+09 3.486902512178187212e-25 3.543864320000000000e+08 1.166930474028049503e-06
4.326590881347656250e+02 -1.510649700836512303e-21 1.531742763519287109e+01 4.567630131152489897e-17 4.970126080000000000e+08 5.068000597990750177e-24 8.971451520000000000e+08 1.004472360364161432e-04
5.549606704711914062e+01 -1.274473076184500502e-22 -7.283203125000000000e+01 5.211581139038283858e-18 3.969852160000000000e+09 8.249082987155385504e-24 7.429938176000000000e+09 2.104272738279178157e-07
1.995723342895507812e+01 1.771270158824319629e-21 -2.418493843078613281e+01 3.712185418813015308e-17 1.682522240000000000e+08 4.875965426819631000e-24 3.806663680000000000e+09 2.273922873428091407e-04
1.925885009765625000e+01 -9.317603950073820678e-22 -4.134564208984375000e+01 2.159891002106613107e-18 8.389646080000000000e+08 1.305645754991172844e-24 1.562173312000000000e+09 6.225703828022233211e-07
5.085208435058593750e+02 -2.311018231263849591e-21 1.487273979187011719e+01 1.251383563370535602e-17 7.185708160000000000e+08 1.565268063331299497e-24 4.071208704000000000e+09 1.663514194660820067e-05
1.641173095703125000e+02 -6.697710803332862756e-22 -7.898248291015625000e+01 9.251318334457599873e-17 2.149406400000000000e+08 5.981695980449818827e-24 1.621036160000000000e+09 2.153666689991950989e-03
3.965724182128906250e+02 5.254197330716238124e-22 1.535137844085693359e+01 7.918702574366090507e-17 2.705413376000000000e+09 1.602183894074861424e-25 3.670159616000000000e+09 3.668364297482185066e-05
9.827827148437500000e+02 -6.947254896904898063e-22 3.028226852416992188e+01 6.631260057424775791e-18 7.053264640000000000e+08 1.300643982421619019e-24 3.005714560000000000e+08 1.750057435856433585e-06
1.188494205474853516e+01 1.019528680669037335e-21 -3.050352668762207031e+01 3.724005498894153053e-17 1.973338560000000000e+08 3.609584927562994560e-25 2.630226400000000000e+08 1.206080996780656278e-04
5.443497924804687500e+02 2.395926826724319031e-21 -1.560086250305175781e+01 8.910339100403848379e-18 1.100231424000000000e+09 1.216047130591396629e-24 3.577743040000000000e+08 9.974465683626476675e-06
1.092631683349609375e+02 -5.580413150694983023e-22 -1.956870841979980469e+01 1.149382846701825441e-17 3.335268608000000000e+09 2.313221452324524480e-25 3.686292992000000000e+09 1.416587110725231469e-06
1.508456611633300781e+01 1.208241172862809232e-21 -1.712679672241210938e+01 1.575861288666405492e-17 5.568851968000000000e+09 2.026126126187751141e-24 3.545354240000000000e+08 9.562080776959192008e-06
6.325004882812500000e+02 2.098600431002862839e-21 -4.912606430053710938e+01 7.502290589584035782e-17 1.278040480000000000e+08 1.395216276221200561e-24 9.518311424000000000e+09 5.379328504204750061e-03
3.271611785888671875e+01 -2.778996066712508471e-21 -1.591438674926757812e+01 3.848890828953632767e-18 3.549883200000000000e+08 1.707404824018795099e-24 3.042074880000000000e+08 2.605456074888934381e-06
1.032027530670166016e+01 -5.706484482946335892e-22 -5.361419067382812500e+02 3.410197452242512784e-18 3.266474560000000000e+08 1.461208164076528134e-25 8.200466432000000000e+09 9.788422175915911794e-05
8.096393432617187500e+02 2.387616246507575331e-21 3.203518676757812500e+02 1.952264532452740396e-18 2.907113600000000000e+08 2.450781044824701467e-25 4.554416128000000000e+09 2.005015994654968381e-04
2.156711883544921875e+02 5.785707928256833028e-21 1.520676136016845703e+01 1.817609661691611265e-18 3.894770240000000000e+08 7.568010556909575462e-25 9.230035840000000000e+08 2.299558900631382130e-06
1.280280456542968750e+02 -6.995665157578423840e-21 6.347248458862304688e+01 6.278908330719338996e-17 3.361537600000000000e+08 1.826676845798912284e-24 1.366287360000000000e+09 6.989630311727523804e-02
8.658829345703125000e+02 3.331583008156691445e-21 -5.781159591674804688e+01 3.058657479231204903e-18 1.172467712000000000e+09 2.895221334521693413e-25 1.722633856000000000e+09 3.120684050372801721e-05
8.391095733642578125e+01 -1.143812769653521480e-21 -2.201249313354492188e+01 2.246918012608827106e-17 2.165405920000000000e+08 1.410335781545892779e-24 2.869060096000000000e+09 2.877926272049080580e-05
3.049944152832031250e+02 -4.139682779351978121e-22 1.656899261474609375e+02 2.822020958314484958e-17 3.068475392000000000e+09 6.463220226870797928e-25 1.598696320000000000e+09 3.369020414538681507e-04
2.368710899353027344e+01 7.054266844815131946e-22 2.491873931884765625e+01 1.933530959529945701e-18 4.341238080000000000e+08 4.053289210035415303e-24 1.027648448000000000e+09 1.038759478433348704e-07
5.992150878906250000e+02 1.774340178275499103e-21 3.842974853515625000e+02 7.525429809167349157e-17 7.862707200000000000e+09 4.747839033024086873e-24 4.455542784000000000e+09 2.367709130048751831e-01
9.069474792480468750e+01 7.795030206447222067e-22 4.685596313476562500e+02 6.377384513516021962e-17 4.847046656000000000e+09 3.667322840507478246e-24 6.901084160000000000e+08 4.878737777471542358e-02
1.598165321350097656e+01 -6.313344549798745137e-21 -3.021824073791503906e+01 5.388686712040481231e-18 4.693918720000000000e+09 1.137921378722412063e-25 1.097458304000000000e+09 9.503422188572585583e-05
5.414042282104492188e+01 -1.428200104724474350e-22 1.132390365600585938e+02 1.643070623335012798e-18 2.576208640000000000e+08 1.459605297324732191e-25 5.444222720000000000e+08 6.349504388936111354e-08
