3.605861440000000000e+08 1.506263235321221087e+22 6.810680297819385402e+24 3.020354294248365145e+24 9.581782906719727465e+23 2.051294117071245319e-27 1.889347875000000000e+06
4.912609280000000000e+09 1.027126509455171545e+23 4.615632756968033293e+24 1.158147697787229813e+25 1.920886409935545795e+24 5.292113442018000951e-27 1.035790880000000000e+08
2.855118336000000000e+09 2.567078448910976753e+23 1.082771094939117898e+23 1.859165045416794394e+24 2.223359978355170526e+24 1.670936665675970275e-26 7.683916800000000000e+07
2.567165952000000000e+09 9.104103027779137868e+23 7.530144677753035686e+23 5.054087364018136439e+24 1.408850983367146954e+23 1.879513800132339061e-26 1.058068000000000000e+08
1.413232128000000000e+09 3.653513132074968002e+23 5.853375273129558304e+23 2.281046434661211730e+25 1.746738049010245787e+24 9.371223819766433429e-26 2.675629400000000000e+07
4.781425280000000000e+08 3.441531219630430083e+23 5.538730024155422938e+24 1.164038478157424460e+24 7.004692775693121005e+24 1.488455881966048535e-26 2.270413750000000000e+06
3.356309120000000000e+08 9.279739810366885315e+23 1.191312980062322054e+23 7.059592937775941226e+25 1.930270542464699188e+23 4.264239623280677770e-27 8.464132000000000000e+06
6.753900160000000000e+08 4.439453957157932551e+22 1.926980572864912493e+23 6.107547483344055334e+24 9.022688755155384989e+24 2.011991279510146119e-26 4.446846500000000000e+06
2.997810688000000000e+09 1.934398361739161890e+23 1.628714015015598146e+23 3.182752511544276397e+24 1.085898574664349065e+23 2.235619787593494480e-26 2.422865920000000000e+08
2.218354432000000000e+09 3.330329418495308365e+23 1.180272693806199434e+24 7.302810030207588765e+24 5.671963794955611312e+23 7.973473845577179419e-26 6.078810800000000000e+07
2.371949056000000000e+09 5.500366020657674820e+22 1.209906955815049601e+24 9.546115118246893516e+24 3.534575155586340303e+24 1.589685398367065462e-27 4.078876800000000000e+07
5.564568064000000000e+09 1.903341538708814949e+23 4.382592733241851314e+24 4.681368132997223892e+25 3.442118633137027271e+24 1.338804037864964964e-27 1.141274320000000000e+08
2.069720320000000000e+08 1.417617082415836666e+22 5.894897452887597746e+24 1.047880786288674980e+25 9.081249241254068643e+23 3.566920479432324549e-27 8.779980625000000000e+05
1.258716544000000000e+09 2.152370467012069032e+22 1.318838528406810872e+23 4.311789921323462240e+25 5.393676934435569396e+24 1.735990688818883440e-27 1.461102600000000000e+07
2.309159680000000000e+08 9.395015928012896574e+22 2.165851497100643601e+23 2.623611464897734037e+25 1.023674590412784607e+23 8.390809614127876044e-26 4.778536000000000000e+06
6.240656896000000000e+09 1.663352280613615200e+22 5.511733286261143047e+23 1.510287251127872526e+24 6.763366849228517692e+23 8.818106754574130106e-27 3.422235840000000000e+08
6.310886400000000000e+09 6.420532939682722559e+22 3.828034607222196401e+24 1.692498338011339598e+25 2.288099403142606501e+24 9.492936429275884696e-27 1.559100320000000000e+08
3.761938688000000000e+09 2.700950830138326264e+23 1.101725881079591860e+24 1.151986485266610823e+25 1.168020236688772282e+24 1.319050448500865621e-27 1.177893280000000000e+08
4.978964480000000000e+09 1.586917187737883142e+23 5.189662862509369396e+24 2.500144005693957418e+24 6.681340951746570881e+24 6.737137908919766257e-27 7.842270400000000000e+07
9.102673920000000000e+08 2.242555364802137130e+23 7.329634478394523970e+24 3.307679684665035745e+25 1.458314414391324320e+24 4.569810749745067630e-27 7.125030500000000000e+06
1.487044320000000000e+08 5.393575765573540145e+23 1.192311067811739903e+23 1.786021543436714884e+24 1.830476034926533765e+24 1.504843947270930071e-27 9.987991875000000000e+05
4.239373824000000000e+09 7.494228470724755980e+22 7.143681786529118683e+23 5.518144610690667685e+24 7.097694341783736923e+24 2.245857337843077047e-27 7.595331200000000000e+07
5.692867200000000000e+08 3.282617563467004951e+23 3.076301179353699115e+23 5.206797812495137277e+25 3.741389529732042258e+23 7.684636739213581374e-26 1.265187600000000000e+07
1.686973568000000000e+09 2.179252903547806260e+22 3.965760304319521127e+23 3.589621104593418060e+24 3.838475176137539856e+24 5.207906392245546715e-27 2.589465400000000000e+07
1.692314368000000000e+09 1.839701352518427565e+23 2.614215788742015768e+24 1.275198774118380332e+24 2.314607374376527127e+23 1.418577500608942564e-27 3.173991800000000000e+07
9.275268096000000000e+09 1.259891565906104418e+22 4.677929717547959662e+24 2.499350507468411755e+25 2.383536083566140156e+24 4.730812330120018508e-27 2.585349600000000000e+08
9.822603264000000000e+09 4.843006657887832375e+22 1.611966749297273125e+23 7.973367624031004676e+24 7.373368970404715876e+23 6.322772925826885831e-27 7.898593280000000000e+08
2.148969216000000000e+09 3.022103600430026903e+22 5.423956111911059018e+24 6.520309522894371047e+24 1.793964452027515680e+24 9.570925806815879179e-27 2.851781600000000000e+07
1.732284032000000000e+09 5.121802893540128404e+22 6.806349924648082085e+23 5.854589587704285466e+24 2.418255449986246898e+24 6.987517275781862221e-27 3.149941800000000000e+07
9.493331200000000000e+08 1.457600467749596530e+23 4.432209646941329466e+23 2.008077828103695508e+24 1.119901832714906879e+24 1.246922311338523144e-26 1.799320000000000000e+07
8.118345728000000000e+09 6.916369801096996690e+22 3.005758596230418614e+23 3.063525151757992378e+24 1.109078277687251837e+24 4.626435016039996751e-26 4.738294080000000000e+08
2.735593472000000000e+09 4.333262230464275415e+22 4.563766277240285068e+23 1.423192246020545561e+25 7.155356557915143767e+23 3.678362566771545340e-26 1.016498560000000000e+08
3.757530112000000000e+09 7.348237443332107749e+23 7.087319777624532210e+23 6.890883858748113016e+24 3.647567804106086644e+24 2.777362387571444564e-27 8.487344000000000000e+07
9.571754880000000000e+08 2.518844356469883457e+22 2.784054673198283458e+23 3.299881323607875032e+25 2.372654630261675639e+23 4.309852962897556186e-27 3.171597400000000000e+07
