4.233820402339980515e-17 1.054653419848732041e-18 2.573938617800308748e-09 5.566562714194652941e-30 2.719089408000000000e+09 9.000000000000000000e+00 7.000000000000000000e+00 1.611002130308403224e-11 6.305331200000000000e+08
2.743824473082550178e-18 3.178147689181430005e-17 1.596870191633570357e-09 7.981911330219065316e-30 2.415893920000000000e+08 6.000000000000000000e+00 2.000000000000000000e+00 -5.119909010642409442e-11 2.372961280000000000e+08
1.717531354125504967e-18 2.956030421402669589e-18 4.547139553778833942e-09 2.246831438602394422e-30 -2.802352896000000000e+09 3.000000000000000000e+00 5.000000000000000000e+00 -6.725588974632046302e-10 1.424698250000000000e+06
3.752482928560577392e-18 4.433054462935012718e-17 2.842267254887786976e-10 4.355006980259760399e-29 -1.531132800000000000e+08 2.000000000000000000e+00 7.000000000000000000e+00 -1.117117023885505489e-10 4.496462500000000000e+06
1.435535763933980335e-18 3.342220369888364385e-18 3.888684652064711145e-10 6.584446782458688140e-30 -2.386824960000000000e+09 3.000000000000000000e+00 5.000000000000000000e+00 6.422064963151896677e-11 7.588256000000000000e+06
2.164825548050798194e-18 1.825759334599698087e-17 6.562240195684410082e-10 7.705611401866196250e-29 4.344096320000000000e+08 8.000000000000000000e+00 6.000000000000000000e+00 -8.590300693001040599e-11 1.876457750000000000e+06
3.386735508143211846e-18 1.519831879002881141e-17 4.523824426172495805e-09 1.143643080660768353e-29 -1.839434720000000000e+08 1.000000000000000000e+00 9.000000000000000000e+00 5.356973753478655453e-10 5.255116500000000000e+06
3.330598730436178112e-17 1.388268905973898658e-18 3.197980769087394037e-10 1.028707267930022296e-29 -5.902331904000000000e+09 9.000000000000000000e+00 6.000000000000000000e+00 -4.982575810275058359e-11 7.152227000000000000e+06
2.554655298026879450e-18 2.530010485651627681e-17 3.714596963355631942e-10 2.261713573241996845e-29 8.132199424000000000e+09 9.000000000000000000e+00 6.000000000000000000e+00 2.967304180145902137e-10 1.867743750000000000e+05
8.778651119704793820e-18 1.280739624283613767e-17 9.521527566391796427e-09 2.295924784670136438e-30 1.059615616000000000e+09 6.000000000000000000e+00 4.000000000000000000e+00 -6.767557347853170313e-11 8.572587520000000000e+08
7.159273347937076138e-17 2.768345415161072130e-18 1.996224713307626075e-10 2.286249017953828798e-29 -1.509322880000000000e+09 3.000000000000000000e+00 9.000000000000000000e+00 2.969276213793392571e-10 3.491743437500000000e+05
2.743381062915191128e-17 2.363334088530560137e-17 8.396947137612187362e-09 2.161019786755079039e-29 3.031955456000000000e+09 3.000000000000000000e+00 3.000000000000000000e+00 1.873249749761995986e-10 2.059580480000000000e+08
9.023441325355571470e-17 2.881317400525348747e-18 2.358919282130500505e-09 7.323018346639657301e-30 -1.292652480000000000e+08 7.000000000000000000e+00 1.000000000000000000e+00 1.228018242649397962e-10 1.883028800000000000e+08
1.188366959072775827e-17 3.328580409741548724e-17 9.316224458544297704e-10 4.636992313993771347e-30 -7.791052288000000000e+09 8.000000000000000000e+00 9.000000000000000000e+00 2.264525927886396062e-10 3.295751750000000000e+06
9.607093182691964862e-18 3.590659682811419716e-17 1.533508653395188048e-09 2.211696570733152709e-30 3.484027840000000000e+08 5.000000000000000000e+00 6.000000000000000000e+00 3.995495254094372228e-11 5.655344640000000000e+08
1.023948682305916792e-18 3.084004940177789841e-17 1.150466832910979065e-09 3.008842435370398450e-29 1.768783488000000000e+09 6.000000000000000000e+00 7.000000000000000000e+00 2.398924670021784777e-10 6.896099375000000000e+05
2.328882512326094066e-17 6.056882383680204434e-18 1.426822410222072790e-10 1.409610244398722993e-29 1.908995968000000000e+09 3.000000000000000000e+00 5.000000000000000000e+00 9.575717996312960167e-10 4.640874218750000000e+04
4.563885319083339830e-17 6.978347110403557586e-18 2.824775302556759016e-09 1.325095774077427021e-29 6.405610880000000000e+08 5.000000000000000000e+00 3.000000000000000000e+00 -2.178444785672084549e-10 2.751278400000000000e+07
1.119178367313966949e-18 9.468638533709981516e-17 7.283655900636176739e-10 1.245385295261161960e-29 2.030929920000000000e+08 5.000000000000000000e+00 8.000000000000000000e+00 9.679751444835460461e-10 8.017104687500000000e+04
2.099187318878643480e-18 3.238830237944748903e-18 5.661376922816430124e-10 9.842565791186495346e-30 -1.539282432000000000e+09 9.000000000000000000e+00 9.000000000000000000e+00 5.976439482191509001e-11 2.300024500000000000e+06
3.935462311092513814e-18 2.281424100015660422e-18 5.894620902502367699e-10 2.063918499083370276e-30 -4.718379520000000000e+09 9.000000000000000000e+00 8.000000000000000000e+00 3.557904248996379692e-10 1.907675468750000000e+05
1.061484794335077789e-18 1.348599950094300307e-17 3.422679917264304095e-10 1.574089250779338545e-30 -5.484545024000000000e+09 5.000000000000000000e+00 1.000000000000000000e+00 1.035706763408139608e-11 2.721582336000000000e+09
3.009836948606080189e-17 2.973798012806124858e-17 7.518988764942946545e-10 3.029422350995668212e-30 2.557029120000000000e+09 3.000000000000000000e+00 2.000000000000000000e+00 1.002905952729449268e-10 3.028656960000000000e+08
6.960883673311338065e-17 4.825837868083367697e-18 4.081135429601090436e-09 3.324905519605934031e-30 -3.891000320000000000e+08 2.000000000000000000e+00 5.000000000000000000e+00 1.077559777518111161e-10 4.996226880000000000e+08
1.733742274334196693e-17 1.279673140319849149e-17 3.203891318914742214e-10 3.785896186326101257e-29 9.922514560000000000e+08 1.000000000000000000e+00 4.000000000000000000e+00 -9.466788464251862933e-10 3.059742187500000000e+05
7.006808740920282162e-18 3.690823314057710858e-17 8.558487252230406739e-09 9.576903917437381464e-29 -5.035710464000000000e+09 9.000000000000000000e+00 7.000000000000000000e+00 -4.706122297415404887e-11 1.425457440000000000e+08
3.210884189103828629e-17 1.097638273970356401e-18 3.749384802631539060e-09 3.055258550736346076e-29 -7.177875456000000000e+09 5.000000000000000000e+00 5.000000000000000000e+00 1.379492770015033898e-10 1.197054900000000000e+07
1.141649038846699653e-18 8.641911216132632900e-17 1.725648096639886830e-10 5.816310237608775139e-29 6.506688512000000000e+09 7.000000000000000000e+00 5.000000000000000000e+00 1.073044257615674013e-11 7.886991200000000000e+07
2.877922444496277983e-18 4.150428767911875817e-18 2.262600995450725350e-09 1.860175423509582932e-30 5.292861440000000000e+08 7.000000000000000000e+00 7.000000000000000000e+00 -3.503727585840721304e-10 1.347954875000000000e+06
8.337653838192560517e-18 1.035191824589314113e-18 4.908300876849125416e-09 1.820768527050808828e-30 -5.446282752000000000e+09 3.000000000000000000e+00 4.000000000000000000e+00 -1.225609978089403640e-11 8.384271872000000000e+09
1.401170669462556683e-17 1.300582280971719561e-17 1.511298725054288639e-10 2.873769445206676337e-29 1.461824320000000000e+08 2.000000000000000000e+00 8.000000000000000000e+00 3.221880748305316899e-11 3.240521200000000000e+07
2.913399931455462946e-17 1.503157779010190347e-18 1.184231934736601488e-09 4.198067237295036349e-30 6.958444544000000000e+09 7.000000000000000000e+00 4.000000000000000000e+00 8.046527333327446740e-11 2.983694400000000000e+07
4.949812803160671550e-18 9.386519682090412162e-18 1.406513239210482880e-09 3.974437204717766385e-29 4.562386432000000000e+09 6.000000000000000000e+00 1.000000000000000000e+00 -1.317568970593541167e-11 2.064760832000000000e+09
