1.013776319569940201e-22 1.883941791370380973e+30 2.331438541412353516e+00 3.663477539062500000e+03 1.276238004166430073e-09 4.391180157587106036e-29 -6.566839907778560000e+14
4.468985834882298038e-21 -9.187822930887165967e+30 3.199365735054016113e-01 -9.830137695312500000e+03 4.809056264321043273e-09 3.285667540744977609e-28 3.234549265858560000e+14
-5.997034803305658780e-21 -4.899897541711508412e+30 2.942522525787353516e+00 -2.164442443847656250e+02 4.564959965591697255e-09 5.575410105339958711e-29 3.295099580579840000e+14
1.005702183054596584e-21 1.568403878864884770e+29 1.822997450828552246e+00 7.364222656250000000e+03 8.412062157958644093e-09 7.657556681229439659e-28 -1.100795189657600000e+13
-4.345296786834065724e-22 4.774281988804266042e+30 2.968740224838256836e+00 1.062645492553710938e+02 1.164225243988070702e-10 4.255789509353181553e-28 1.257970632230961152e+18
-4.407013225090722956e-22 2.711626355793256408e+30 2.494244098663330078e+00 1.316920654296875000e+03 1.785755154859458571e-10 1.764861413872593214e-29 1.003812403437109248e+18
-6.203715754628388663e-22 -1.210339318350281717e+29 2.561316490173339844e+00 -7.828875000000000000e+03 3.302033757535127734e-09 1.960550581438162329e-28 2.130246065192960000e+14
2.636866656630927719e-22 3.354472207026153117e+29 1.820232391357421875e+00 -2.907613525390625000e+02 8.467472945028475806e-09 5.132264338121771395e-28 -2.801508286464000000e+12
-4.153365287763110692e-22 -1.864193459201929924e+29 3.371620774269104004e-01 -1.046446411132812500e+03 6.751472159116644889e-10 8.825667377756811078e-28 -1.136026043862220800e+16
-8.335309302182823364e-22 8.258684556103593592e+29 1.104375004768371582e+00 -8.538584960937500000e+03 1.134984259354432368e-10 2.857131516973047292e-29 -6.174198144369164288e+18
-2.726138952940041158e-22 6.232198774689634049e+30 4.726165831089019775e-01 3.678711547851562500e+02 1.685060424527762279e-09 6.831751985962084275e-29 -6.226844256829440000e+14
-2.006123011768498154e-21 -8.866465967285750336e+29 2.130105495452880859e+00 -2.215378723144531250e+02 4.202744818826431583e-10 1.384862195076623918e-28 3.277180305932288000e+17
2.546710381724085338e-21 2.081057372932137437e+29 2.396087884902954102e+00 9.110622070312500000e+03 4.713953671853232663e-09 1.863650305181235138e-28 -3.267245039943680000e+14
-3.453129939126675932e-22 3.129173617852494335e+30 1.630310058593750000e+00 8.699861450195312500e+02 2.071638194323099924e-09 4.732954180885295858e-29 6.217769209036800000e+13
2.213588886002810186e-22 6.640823559737206205e+30 3.022527694702148438e+00 -2.199836425781250000e+02 1.037292404748590968e-10 3.218799794743649640e-29 -6.307205516225413120e+17
2.380750203136923381e-21 2.984407773268191528e+30 2.749873876571655273e+00 8.216916015625000000e+03 2.505797791485520065e-09 3.540707850665485124e-28 -1.439624853454848000e+15
3.130506427627239234e-21 5.806139465934489518e+30 2.635120391845703125e+00 1.383200439453125000e+03 1.973358421114568273e-10 7.841631287524138500e-28 -4.659466395724021760e+18
2.750494433854451930e-22 4.438140089102554674e+29 3.103279352188110352e+00 1.314938720703125000e+03 1.478171141044981596e-09 1.228231488636335566e-28 -8.788857847808000000e+13
1.805794851978821705e-21 3.061499046059491420e+29 2.990626990795135498e-01 3.484666748046875000e+02 1.178951380964576856e-09 1.127519435907601463e-29 8.365728172343296000e+15
-6.686728344919248247e-22 8.659593825454657732e+29 7.142110466957092285e-01 -1.115081420898437500e+03 1.540047395165444755e-10 1.091096414308954654e-29 -2.443074429865951232e+18
-1.081926770478452423e-22 3.914771923274989411e+29 2.591145277023315430e+00 2.032063598632812500e+03 7.053920225708054659e-10 5.267675389176044230e-29 3.705309088448512000e+15
