4.993698166799731553e-05 8.632765440000000000e+08 1.014608383178710938e+02 -3.047154839383472208e-28 -1.548433488096634392e-07 1.400772509144319838e-21
3.394011218915693462e-05 2.181868032000000000e+09 2.427745437622070312e+01 -6.725394912195729659e-29 4.514818101597484201e-06 3.350713831741387246e-22
6.971041439101099968e-04 1.621744640000000000e+08 1.043727207183837891e+01 5.465143995639605627e-29 1.236822555483740871e-07 1.440935348960617530e-22
1.004204605123959482e-04 3.146908480000000000e+08 1.378951072692871094e+01 9.332110397415364714e-29 -9.368511200591456145e-06 1.903681534616497561e-22
3.018118441104888916e-04 1.853225344000000000e+09 5.275930786132812500e+02 -1.806588973159551638e-28 -9.513680197414942086e-06 7.284111276670047443e-21
2.767826299532316625e-05 8.400201600000000000e+08 8.704348754882812500e+02 -2.248498534094685397e-29 -1.043822749124956317e-06 1.201760628777143237e-20
4.048137343488633633e-04 1.960445184000000000e+09 8.079010772705078125e+01 -6.123538795309180350e-29 1.416797658748691902e-06 1.115324414902221619e-21
6.516711437143385410e-05 1.660877440000000000e+09 1.066286849975585938e+01 1.037358349637949783e-28 -7.540780302406346891e-07 1.471292231206460088e-22
9.491958917351439595e-05 1.557380960000000000e+08 4.568031311035156250e+01 1.679679789381499351e-29 -6.419547844416229054e-07 6.306765475092750865e-22
2.608370559755712748e-04 3.875629312000000000e+09 1.360995006561279297e+01 -1.114271324932026240e-28 1.205888082722594845e-07 1.877013618398958124e-22
4.604416899383068085e-04 5.445270400000000000e+08 8.458180541992187500e+02 -5.734038001132576625e-28 6.190030035213567317e-06 1.167774976269864437e-20
6.669761496596038342e-04 4.302980480000000000e+08 2.641929931640625000e+02 6.478650184398805590e-28 3.892336906119453488e-07 3.647555500835577714e-21
5.464943242259323597e-04 1.488296640000000000e+08 1.319141540527343750e+02 1.568109915386762251e-29 -3.413146941966260783e-06 1.821263694889060185e-21
6.573468999704346061e-05 2.908416000000000000e+08 9.677785644531250000e+02 -5.365567158242466275e-28 5.784486347693018615e-07 1.336160999328244530e-20
2.227066870545968413e-04 2.802172480000000000e+08 9.056458129882812500e+02 -1.123091241482969111e-28 2.170444588500686223e-07 1.250377523045093882e-20
1.684557537373621017e-05 7.249081600000000000e+08 1.556409301757812500e+02 1.433431590398362616e-29 1.157578211063992057e-07 2.148816716143688842e-21
9.337928495369851589e-04 4.652661760000000000e+09 1.042787551879882812e+01 3.965373597843547766e-29 1.326390304257074604e-07 1.437271752699026315e-22
4.236429522279649973e-04 1.174388736000000000e+09 1.212905788421630859e+01 1.210783767046402452e-28 9.216048056259751320e-06 1.673978113226112130e-22
1.037443289533257484e-04 1.563642112000000000e+09 1.525306396484375000e+02 2.108929400290480520e-29 -1.473793957984526060e-07 2.105830385375424105e-21
1.985170456464402378e-05 1.073640800000000000e+08 8.405822753906250000e+01 -7.721349258777378072e-29 6.782936452509602532e-07 1.160543487089525974e-21
3.459563595242798328e-05 2.018645888000000000e+09 4.986495971679687500e+02 3.198325353875490459e-29 3.303332505311118439e-06 6.884494183514570981e-21
5.683452400262467563e-05 3.314471040000000000e+08 1.199298934936523438e+02 -2.306035540719977163e-29 -1.186790541396476328e-06 1.655793342126055300e-21
2.159522846341133118e-04 2.266103040000000000e+09 5.939623413085937500e+02 -4.040533134293881170e-28 3.021655174961779267e-06 8.200415753464262172e-21
7.704453892074525356e-04 2.339886848000000000e+09 2.314443511962890625e+02 4.542332255374031084e-28 -5.741614472754008602e-07 3.195310858741940496e-21
3.493234980851411819e-04 2.472322816000000000e+09 2.488026618957519531e+01 -2.681521132042687304e-28 -2.763668589977896772e-06 3.433788079472615405e-22
1.462718646507710218e-04 3.124120960000000000e+08 1.657557868957519531e+01 -9.395398260947252147e-29 4.356231499968998833e-07 2.288341092946063593e-22
1.903406518977135420e-05 2.248752640000000000e+08 1.606120872497558594e+01 8.388774021732455399e-28 -9.118206207858747803e-07 2.217370622073567298e-22
7.495231693610548973e-04 5.960197632000000000e+09 1.368763122558593750e+02 2.692509645711010203e-29 -5.926237918174592778e-07 1.889467119385079808e-21
4.187379963696002960e-04 1.662460160000000000e+08 6.563868408203125000e+02 9.421033953325126071e-28 -1.533614977233810350e-07 9.062389650532801573e-21
3.300711614429019392e-05 1.367483392000000000e+09 8.579275512695312500e+02 -1.753743381415510274e-28 -2.270726099595776759e-06 1.184489598419047526e-20
8.816026966087520123e-04 1.166153920000000000e+08 1.314245796203613281e+01 6.856042897756289811e-28 1.866061552391329315e-06 1.814450637727690120e-22
7.020458724582567811e-05 5.078345280000000000e+08 1.631572875976562500e+02 -2.843820692903657960e-28 -4.384564363135723397e-06 2.252602639470126743e-21
1.244587292603682727e-05 4.608069632000000000e+09 3.111425781250000000e+02 4.468107517170454635e-29 -2.064339696516981348e-06 4.295543670329687565e-21
1.019415067275986075e-04 4.578237440000000000e+09 2.440899467468261719e+01 -6.410470338437553054e-28 -9.853083611233159900e-06 3.367612115855435167e-22
