2.279271038976000000e+12 6.835392017349128560e+24 4.101709376331825756e-33 1.000000000000000000e+00
7.978215486259200000e+13 2.488541796305128527e+23 5.961728985126471317e-33 1.000000000000000000e+00
2.699140792320000000e+12 2.457980549377777436e+23 4.972237513538609945e-33 1.000000000000000000e+00
3.355564415385600000e+13 1.023175897818846617e+24 7.402161395524870831e-32 1.000000119209289551e+00
2.263937869414400000e+13 3.577420889231668405e+24 4.233629009447666193e-32 1.000000119209289551e+00
3.101301302886400000e+13 3.580710750745064043e+24 1.062231649763919934e-32 1.000000000000000000e+00
1.170934333440000000e+12 9.539055635758997716e+23 8.634601100804805529e-33 1.000000000000000000e+00
2.133086070374400000e+13 2.659106516906140265e+24 3.115662470533858318e-32 1.000000119209289551e+00
4.491276451840000000e+12 3.694134015446781042e+24 1.251669690833433426e-33 1.000000000000000000e+00
1.554752077824000000e+12 4.419461937980079635e+23 1.255396228330730857e-32 1.000000000000000000e+00
1.577845260288000000e+13 3.988949518944836906e+23 4.242423396964946210e-33 1.000000000000000000e+00
7.616729186304000000e+12 1.899825488407734256e+23 3.802816795090227343e-33 1.000000000000000000e+00
2.185245805772800000e+13 1.107563482945386516e+24 2.030177742534948841e-33 1.000000000000000000e+00
2.853188508057600000e+13 6.708578145832155337e+24 1.102075728734812170e-33 1.000000000000000000e+00
2.973118758912000000e+12 5.478581748972113541e+23 7.176748598811188978e-33 1.000000000000000000e+00
5.703370539008000000e+12 2.005924603078654145e+24 1.263113495680673027e-32 1.000000000000000000e+00
2.037554610176000000e+12 7.926353214455394366e+24 8.971132643817748956e-33 1.000000119209289551e+00
1.692413093478400000e+13 3.256906333050361694e+23 7.525252698724051256e-32 1.000000000000000000e+00
1.506700636979200000e+13 5.576590164926860844e+23 7.057348494810384388e-33 1.000000000000000000e+00
6.190431469568000000e+12 1.063150136341763291e+24 1.854867637460182254e-32 1.000000000000000000e+00
2.602918163251200000e+13 8.338335302607843547e+24 6.246797385460414996e-32 1.000000476837158203e+00
6.743050839654400000e+13 4.455069918649862104e+23 9.114684013940166706e-33 1.000000000000000000e+00
6.570786580070400000e+13 8.997679005416700961e+23 8.785389695771648398e-32 1.000000119209289551e+00
1.989913739264000000e+12 7.629584878101316617e+24 1.364825936184654657e-32 1.000000119209289551e+00
5.280986929561600000e+13 1.912803961813890551e+23 3.251589657765239639e-33 1.000000000000000000e+00
7.746269636198400000e+13 2.051150831400619235e+24 7.174997112228463770e-32 1.000000119209289551e+00
3.536077612646400000e+13 2.132463430759184597e+23 1.560112612662485977e-33 1.000000000000000000e+00
4.196194320384000000e+12 1.242191315988629663e+23 3.496125543514892317e-33 1.000000000000000000e+00
3.271007666176000000e+13 7.987154835843845655e+23 1.623745427950358087e-33 1.000000000000000000e+00
5.358707802112000000e+13 8.658773405681876017e+23 1.075090143695274926e-33 1.000000000000000000e+00
3.101892699750400000e+13 3.201759575469224876e+24 3.084204037653946113e-33 1.000000000000000000e+00
1.252992090112000000e+12 6.713677373531843346e+23 5.719434179356661329e-32 1.000000000000000000e+00
6.177806299955200000e+13 6.224630120901394465e+24 1.114078168905180831e-33 1.000000000000000000e+00
9.580787531776000000e+12 8.491147554053701170e+24 2.965572119211403888e-32 1.000000238418579102e+00
1.599346180096000000e+12 3.816937161279603196e+24 2.645611373125208396e-32 1.000000119209289551e+00
4.208005113446400000e+13 1.033006859488629201e+23 6.447657043921296318e-33 1.000000000000000000e+00
1.672124432384000000e+12 9.539489854820670270e+24 3.060550336250516949e-33 1.000000000000000000e+00
5.192545206272000000e+12 3.391479294235744959e+23 8.136469941280506655e-33 1.000000000000000000e+00
2.312307998720000000e+12 3.923246684125113835e+23 6.146654082977987268e-33 1.000000000000000000e+00
3.884695997644800000e+13 3.368401408593217779e+23 1.156111918345166515e-32 1.000000000000000000e+00
1.164484961894400000e+13 7.659623527327907636e+23 2.206056676672918026e-33 1.000000000000000000e+00
6.727201718272000000e+12 1.573251825316560298e+23 1.657749724454762125e-32 1.000000000000000000e+00
7.522158641152000000e+12 1.800861228468073839e+24 5.910000621534567291e-32 1.000000119209289551e+00
2.092427116544000000e+13 7.853692642470557049e+24 1.933811817680491607e-33 1.000000000000000000e+00
3.125044838400000000e+13 6.044051484399337843e+24 2.039574093362445259e-32 1.000000119209289551e+00
1.619421429760000000e+12 4.657387826870003318e+24 1.382741810889430225e-33 1.000000000000000000e+00
8.909376140083200000e+13 4.728581810643386688e+23 5.927667566943457008e-33 1.000000000000000000e+00
4.791546465484800000e+13 4.091661134062439765e+23 2.539905337501101897e-32 1.000000000000000000e+00
2.661062017024000000e+12 9.478053117798368684e+23 4.081845358512852257e-33 1.000000000000000000e+00
8.743678377984000000e+12 1.216895587673607609e+23 2.715580580508592657e-33 1.000000000000000000e+00
1.039976208793600000e+13 3.222756077507966507e+23 1.278295152158336723e-32 1.000000000000000000e+00
1.177831656652800000e+13 5.013595607854839367e+24 2.280825794832694319e-32 1.000000119209289551e+00
1.212678930432000000e+12 1.841314001472996392e+23 1.892364254212482381e-33 1.000000000000000000e+00
2.037729827225600000e+13 1.170331772247914972e+24 1.189754199323715751e-33 1.000000000000000000e+00
1.966931653427200000e+13 2.319169881087023629e+23 2.726910876682580981e-33 1.000000000000000000e+00
7.355274100736000000e+13 1.994942233113739510e+23 7.303014912251940402e-32 1.000000000000000000e+00
2.440385318092800000e+13 2.459246241017053640e+23 1.578212286929272149e-33 1.000000000000000000e+00
5.446191756083200000e+13 4.971701899141940368e+24 5.529320890250997359e-32 1.000000238418579102e+00
1.564714205184000000e+12 1.425068986057263394e+23 3.511289787982484458e-33 1.000000000000000000e+00
9.628232030617600000e+13 1.094680233649751342e+23 8.873860486287204665e-33 1.000000000000000000e+00
1.107447250944000000e+12 2.068171699803506268e+24 3.187976238134156096e-32 1.000000119209289551e+00
4.800258034892800000e+13 1.027335026117918799e+23 5.462020826462147418e-33 1.000000000000000000e+00
1.871969884569600000e+13 7.360180268967953925e+23 1.741542047454045687e-32 1.000000000000000000e+00
4.251653505024000000e+12 1.613738645534665773e+23 7.504284671304464850e-33 1.000000000000000000e+00
2.237960657305600000e+13 1.116587093317169646e+23 8.501108288905580240e-33 1.000000000000000000e+00
1.050754311782400000e+13 5.840061047363982284e+24 7.547202704736955831e-33 1.000000000000000000e+00
1.441014743040000000e+12 1.601613874473873829e+23 9.039686151926560088e-32 1.000000000000000000e+00
3.961296571596800000e+13 1.076255971545381624e+24 1.315901824569232587e-33 1.000000000000000000e+00
4.379737587712000000e+12 2.319649964807301324e+23 1.439518555376131343e-33 1.000000000000000000e+00
3.847254284697600000e+13 4.454922993215618769e+24 4.566014730822053264e-32 1.000000238418579102e+00
1.217497006080000000e+12 1.647302604463171359e+24 2.607794544364904584e-33 1.000000000000000000e+00
2.676050362368000000e+12 5.616774163106021927e+23 4.444565593230971574e-32 1.000000000000000000e+00
1.572327522304000000e+12 1.121221927837681718e+23 4.304420805737236813e-32 1.000000000000000000e+00
5.734024085504000000e+12 1.916657962231009127e+23 2.144835498248353228e-32 1.000000000000000000e+00
4.258698729881600000e+13 2.898435835526343651e+23 1.606034438237510997e-32 1.000000000000000000e+00
