1.483170688000000000e+09 5.846850126272516950e-33 5.528083419799804688e+01 -6.446887075291717585e+29 4.879223144531250000e+03
4.491947200000000000e+08 3.900137074420758422e-33 2.133971862792968750e+02 3.805142978732739720e+30 6.219596875000000000e+04
1.876445440000000000e+08 5.639985528388856899e-33 2.281753921508789062e+01 -2.229915998099813708e+29 1.591955664062500000e+04
1.587836320000000000e+08 7.519041533511100141e-33 3.265059661865234375e+01 6.796268903896257194e+29 2.692086523437500000e+04
1.714712960000000000e+09 4.580194425302434813e-32 1.847208709716796875e+02 -3.617614934499164524e+29 1.410330371093750000e+04
6.516291200000000000e+08 1.426004833546788316e-32 8.138658447265625000e+02 -5.204151000606334899e+29 1.635169375000000000e+05
5.312744960000000000e+09 6.606886569947806329e-33 1.551762542724609375e+02 -1.077471381672239324e+30 3.823501464843750000e+03
1.144041472000000000e+09 2.931843659803259993e-32 1.408297729492187500e+02 5.812728111651389247e+30 1.611576562500000000e+04
4.959000640000000000e+08 8.216781919380593129e-32 1.319207382202148438e+01 -7.659903597648467761e+29 3.482316894531250000e+03
2.318536960000000000e+09 4.630699540085514395e-32 1.375045013427734375e+02 4.410288931628136573e+30 7.764020507812500000e+03
7.691284480000000000e+09 2.129089604482294834e-32 7.197051391601562500e+02 -8.574885451084352829e+30 1.225038378906250000e+04
1.914842560000000000e+08 1.412586271658564198e-32 1.247576808929443359e+01 1.966287055773726043e+29 8.529439453125000000e+03
1.058135104000000000e+09 2.541379113543445340e-32 6.679219360351562500e+02 -2.299460211451782511e+29 8.264064062500000000e+04
4.436468224000000000e+09 4.249371817541053678e-32 1.293431243896484375e+02 6.313874256409980751e+29 3.816460449218750000e+03
5.971657728000000000e+09 5.049830793610435247e-33 2.605860519409179688e+01 3.706066369880587497e+30 5.708050537109375000e+02
2.261970176000000000e+09 1.648416740119614721e-32 1.463458557128906250e+02 -5.188316339105295034e+29 8.469926757812500000e+03
1.893768960000000000e+09 2.772109185484674884e-33 1.567341003417968750e+02 -8.531587168391945078e+30 1.083498144531250000e+04
1.539883264000000000e+09 1.628764972499361571e-32 4.455983276367187500e+02 -3.951574420865016582e+30 3.788451953125000000e+04
5.273984512000000000e+09 7.880866188470686729e-32 2.495086059570312500e+02 6.539254448076463520e+30 6.193317382812500000e+03
7.042011648000000000e+09 2.693609158457984039e-32 1.167310428619384766e+01 6.640795754443355068e+29 2.165211791992187500e+02
3.088517632000000000e+09 1.055748761684936555e-33 1.851915130615234375e+02 -4.482550356875416706e+30 7.849735839843750000e+03
2.195039520000000000e+08 4.085994559697667226e-32 5.810736846923828125e+01 1.456852024469742422e+30 3.465726562500000000e+04
7.440369664000000000e+09 8.587607040710838266e-33 3.758875274658203125e+01 -4.361545042581274724e+30 6.609167480468750000e+02
3.412301120000000000e+08 1.178457882283305884e-33 4.614472961425781250e+02 -2.141689460699770919e+30 1.770456406250000000e+05
1.950898400000000000e+08 2.535265991906192497e-33 3.938553619384765625e+01 9.485502175617064374e+30 2.643051367187500000e+04
2.341297408000000000e+09 1.318931551055881644e-32 3.450186920166015625e+01 -1.322203075606884639e+30 1.928791015625000000e+03
2.433050400000000000e+08 1.729247111228413824e-32 1.769655303955078125e+02 -1.568301403512206499e+29 9.522412500000000000e+04
3.677719040000000000e+08 1.519263081945457590e-33 9.323876190185546875e+01 2.419840926665434222e+30 3.319121484375000000e+04
4.418909440000000000e+08 6.585516082649857142e-33 2.121768188476562500e+02 2.815745583133680564e+29 6.286242187500000000e+04
1.708440832000000000e+09 4.888777855440609090e-32 4.514076843261718750e+02 -6.467584489786429844e+30 3.459190234375000000e+04
2.404150080000000000e+08 4.036528581920714546e-33 1.469019927978515625e+02 3.509400433165863948e+30 7.999725781250000000e+04
1.776240480000000000e+08 1.782714030965184013e-32 2.338204956054687500e+01 4.591924595859046340e+30 1.723375585937500000e+04
7.303774720000000000e+08 3.506336916003691676e-33 3.568283996582031250e+02 6.831557599686535671e+30 6.396175000000000000e+04
3.047567872000000000e+09 5.060959272098066769e-32 2.401376647949218750e+02 1.543341146572339674e+30 1.031567285156250000e+04
9.027850240000000000e+09 3.148567202275663496e-32 6.278338012695312500e+02 2.316486231569120730e+29 9.104333984375000000e+03
1.180898560000000000e+09 2.437377985538412717e-33 1.212678337097167969e+01 -8.668954386960206354e+30 1.343950195312500000e+03
1.883277440000000000e+09 3.340003216399590245e-32 1.717122955322265625e+02 1.252083791354097903e+30 1.193659863281250000e+04
4.772779520000000000e+09 1.213686345951495945e-33 2.183440093994140625e+02 -1.277932722108177069e+29 5.988876953125000000e+03
5.287948480000000000e+08 1.278051824827716509e-33 7.168627319335937500e+02 5.705177083919465925e+29 1.774840312500000000e+05
1.301458880000000000e+08 2.196147993979455406e-33 1.257673034667968750e+02 -1.631013958168067100e+29 1.265165390625000000e+05
1.232339280000000000e+08 1.567643086613242793e-32 2.151016616821289062e+01 5.871425086971138337e+30 2.285155078125000000e+04
4.235089920000000000e+08 1.761830492202062959e-32 7.872898559570312500e+02 -6.954703619375760258e+30 2.433788593750000000e+05
1.216243440000000000e+08 3.724663465428632147e-32 2.983999328613281250e+02 9.135125854410164281e+30 3.212101562500000000e+05
6.438366208000000000e+09 1.737292855781013897e-33 4.362525558471679688e+01 -2.290137126646641942e+29 8.866030273437500000e+02
1.669907520000000000e+08 2.245049183455036440e-32 5.433554077148437500e+01 4.372267610138346678e+30 4.259887890625000000e+04
4.576293888000000000e+09 2.398427392476740809e-32 3.062755584716796875e+01 -1.600718730475706849e+30 8.757139892578125000e+02
2.892913600000000000e+08 3.028744948866119852e-32 2.874315261840820312e+01 -1.717352115658939976e+30 1.300750390625000000e+04
5.256645760000000000e+08 2.223725826133715535e-33 4.129452896118164062e+01 -4.936391309870351497e+29 1.028429296875000000e+04
6.237287424000000000e+09 2.493843775035122877e-33 5.924430465698242188e+01 2.351621242664580697e+30 1.243048095703125000e+03
2.383103520000000000e+08 2.759692805998923693e-32 2.012789344787597656e+01 -1.281432279013972448e+29 1.105725976562500000e+04
2.038229920000000000e+08 4.406002619431483316e-32 6.597834777832031250e+01 1.160024770211217425e+29 4.237940625000000000e+04
