-7.418507000000000000e+06 2.215753000000000000e+07 1.248476928710937500e+03 1.476602800000000000e+07
-3.343622200000000000e+07 -8.207651500000000000e+06 2.264130706787109375e+02 -4.151710400000000000e+07
-2.739835800000000000e+07 -9.769885600000000000e+07 2.696167968750000000e+03 -1.214791600000000000e+08
1.261174000000000000e+06 -1.463570100000000000e+07 2.001655273437500000e+02 -1.337727400000000000e+07
-3.738333250000000000e+06 1.428087000000000000e+06 6.581885253906250000e+03 -2.310383250000000000e+06
1.221306625000000000e+06 1.220631875000000000e+06 3.148818847656250000e+03 2.441898000000000000e+06
-6.331889500000000000e+06 -7.674761000000000000e+06 2.316327362060546875e+02 -1.399908100000000000e+07
4.825548000000000000e+06 4.247609000000000000e+06 9.948927001953125000e+02 9.071088000000000000e+06
8.209151500000000000e+06 -2.095452600000000000e+07 5.359298095703125000e+02 -1.276981600000000000e+07
-2.668848600000000000e+07 6.741159000000000000e+06 3.500761474609375000e+03 -1.998733800000000000e+07
-6.942530000000000000e+06 -1.198243700000000000e+07 1.534314727783203125e+02 -1.890746600000000000e+07
2.250847250000000000e+06 -4.582697200000000000e+07 3.881220092773437500e+02 -4.362619200000000000e+07
2.922974200000000000e+07 -6.013028000000000000e+07 1.036043548583984375e+02 -3.151687600000000000e+07
4.632942000000000000e+06 -4.480796500000000000e+06 4.188555297851562500e+02 1.521810000000000000e+05
-7.636916500000000000e+06 2.258381400000000000e+07 1.447817016601562500e+03 1.497563500000000000e+07
-3.027437250000000000e+06 -4.437345000000000000e+06 1.765611877441406250e+02 -7.463667000000000000e+06
-2.100555500000000000e+06 1.813467750000000000e+06 8.749810546875000000e+03 -2.870998437500000000e+05
1.960490125000000000e+06 -2.744615600000000000e+07 1.673056488037109375e+02 -2.550093400000000000e+07
7.289303500000000000e+06 3.098644400000000000e+07 3.189995727539062500e+02 3.817979600000000000e+07
-5.777201200000000000e+07 -6.239848400000000000e+07 3.275524658203125000e+03 -1.155363600000000000e+08
-4.367786800000000000e+07 3.146033600000000000e+07 1.822179260253906250e+02 -1.240722900000000000e+07
8.432942000000000000e+06 1.118654700000000000e+07 2.006452514648437500e+03 1.959891800000000000e+07
4.384932000000000000e+06 -1.035669500000000000e+07 1.590968383789062500e+03 -5.974782000000000000e+06
4.329001500000000000e+06 -1.213385000000000000e+07 7.818233032226562500e+02 -7.809413000000000000e+06
-3.344904750000000000e+06 -2.093531200000000000e+07 3.517872314453125000e+03 -2.426131400000000000e+07
-2.933689600000000000e+07 -2.327922000000000000e+06 1.236380920410156250e+02 -3.164077400000000000e+07
-8.934649600000000000e+07 7.131832800000000000e+07 8.371726074218750000e+02 -1.940386800000000000e+07
-3.275282000000000000e+06 -2.553411400000000000e+07 1.233419036865234375e+02 -2.878261400000000000e+07
-1.429605300000000000e+07 7.319992800000000000e+07 6.811850585937500000e+02 5.959780400000000000e+07
2.362098750000000000e+06 1.001736100000000000e+07 1.137581710815429688e+02 1.237620100000000000e+07
2.324703750000000000e+06 7.229121600000000000e+07 6.494166992187500000e+03 7.447665600000000000e+07
-6.102967500000000000e+06 2.771618400000000000e+07 6.929507812500000000e+03 2.165397000000000000e+07
4.666186000000000000e+06 2.070849750000000000e+06 1.613081359863281250e+02 6.736311500000000000e+06
2.308699200000000000e+07 -6.547726000000000000e+06 2.697560791015625000e+03 1.656713200000000000e+07
7.964556000000000000e+06 2.772920600000000000e+07 2.241015930175781250e+02 3.560626800000000000e+07
1.229597000000000000e+06 -1.596138800000000000e+07 1.266220336914062500e+03 -1.473500900000000000e+07
-5.754090800000000000e+07 -6.014898000000000000e+07 1.084764862060546875e+02 -1.133258080000000000e+08
-9.366554400000000000e+07 -7.917428500000000000e+06 5.285624511718750000e+03 -1.007516400000000000e+08
7.062953000000000000e+06 1.126391250000000000e+06 2.766360839843750000e+03 8.188619500000000000e+06
2.469097000000000000e+06 2.981022250000000000e+06 3.621176757812500000e+02 5.449673000000000000e+06
5.830642800000000000e+07 1.373360600000000000e+07 1.609373168945312500e+03 7.140385600000000000e+07
1.388637600000000000e+07 -9.811141000000000000e+06 1.606800781250000000e+03 4.081422500000000000e+06
-1.599460250000000000e+06 1.928860750000000000e+06 3.677220458984375000e+02 3.294118125000000000e+05
-5.368331500000000000e+06 1.093509500000000000e+06 1.305409698486328125e+02 -4.275101500000000000e+06
1.484780875000000000e+06 -3.117796400000000000e+07 4.407449340820312500e+02 -2.970848600000000000e+07
3.733019250000000000e+06 -1.142288900000000000e+07 3.660722961425781250e+02 -7.693520000000000000e+06
-1.635408900000000000e+07 1.089187500000000000e+06 9.418817138671875000e+02 -1.526792800000000000e+07
-1.281165750000000000e+06 -9.154678000000000000e+06 7.337914550781250000e+03 -1.043448200000000000e+07
2.723239000000000000e+07 -7.701048000000000000e+06 9.422253417968750000e+02 1.957702400000000000e+07
8.976912800000000000e+07 -2.115506800000000000e+07 1.201678695678710938e+02 7.009516800000000000e+07
-2.676721600000000000e+07 -1.793625800000000000e+07 1.151646484375000000e+03 -4.446594400000000000e+07
-4.239932000000000000e+06 -2.696222250000000000e+06 1.563555541992187500e+03 -6.935272000000000000e+06
4.719946000000000000e+06 1.030377000000000000e+07 7.741895507812500000e+03 1.501559100000000000e+07
-9.399303000000000000e+06 2.476371500000000000e+06 4.359109375000000000e+03 -6.924724500000000000e+06
1.343302500000000000e+07 -8.576408000000000000e+06 5.341516601562500000e+03 4.862850500000000000e+06
-1.173834750000000000e+06 -1.569276500000000000e+06 2.445414550781250000e+03 -2.743055000000000000e+06
