1.732264161109924316e-01 1.486838988800000000e+10 1.808955607886149883e+28 2.332204558006932154e-26 1.567961924715016100e-24
-2.361169815063476562e+00 3.550749900800000000e+10 8.221313636704756367e+29 1.465941452767370646e-26 3.744480931216692800e-24
4.021145701408386230e-01 2.778827980800000000e+10 2.479604845134123982e+28 1.540460458621974881e-26 2.930442741344647182e-24
-4.513895213603973389e-01 2.960407347200000000e+10 6.930938423387514357e+28 1.095647925185331770e-25 3.121929062540958840e-24
-1.093977838754653931e-01 9.345255424000000000e+09 1.887130252939384348e+28 1.950015778346138176e-26 9.855137723084553280e-25
3.902029395103454590e-01 1.156443750400000000e+10 1.107497533644772146e+28 1.605927901886750210e-25 1.219540108072102116e-24
3.312048316001892090e-01 3.508230553600000000e+10 4.511776138564600366e+29 3.699925586577695934e-26 3.699641682933477879e-24
2.396651268005371094e+00 1.683628134400000000e+10 1.509940792912299248e+28 2.327521928977346805e-26 1.775487858874347134e-24
1.069413304328918457e+00 3.141413632000000000e+09 2.297354791579059908e+28 5.682650126504142516e-26 3.312811264195290933e-25
1.198867082595825195e+00 4.703281971200000000e+10 8.107711066330228978e+28 7.036977991722604576e-25 4.959896282830620551e-24
-4.070349335670471191e-01 2.444310118400000000e+10 1.486124198687253794e+29 3.956859740449717193e-26 2.577673216430220744e-24
-1.950492262840270996e+00 7.964679680000000000e+09 2.114526248129844302e+28 7.822917646403969822e-25 8.399237730083547469e-25
1.161205768585205078e+00 3.767586406400000000e+10 3.643443870753555219e+28 8.516402433214883162e-26 3.973148436243560103e-24
-1.474087685346603394e-01 3.326159462400000000e+10 4.395877648053431413e+28 7.731953602384869188e-25 3.507636882907209710e-24
1.794342994689941406e-01 1.305383168000000000e+09 7.483714087566524104e+28 1.240026480654045759e-26 1.376605790219969197e-25
-9.102967262268066406e+00 9.688547328000000000e+10 3.595663108350874635e+29 4.651483321933026928e-25 1.021716078363244849e-23
5.387235879898071289e-01 3.277601382400000000e+10 1.206155112751799896e+29 1.269398992310291044e-26 3.456429554966598171e-24
1.014372482895851135e-01 7.009393664000000000e+09 5.819940411975482673e+29 8.154629712744879181e-25 7.391830799680106554e-25
1.195349469780921936e-01 2.124972851200000000e+10 2.053969689891737837e+29 1.751078462521811933e-26 2.240912637511123215e-24
-1.275845766067504883e-01 1.277204889600000000e+10 8.290382591093889168e+29 3.934532265122600862e-25 1.346889966914069310e-24
2.156020879745483398e+00 2.832338739200000000e+10 2.337486784213101357e+29 4.375610528249154008e-26 2.986873117338727040e-24
3.769898712635040283e-01 1.906926208000000000e+09 4.555823728591578010e+28 1.416886753673784231e-25 2.010969396489093807e-25
-1.189400032162666321e-01 1.193833088000000000e+09 7.370116522900468557e+29 1.051218909224735063e-25 1.258969372919214627e-25
-9.093375802040100098e-01 7.309907968000000000e+09 5.283873235991502990e+29 7.507118383635565561e-25 7.708741370248740915e-25
3.323540449142456055e+00 6.357385216000000000e+10 1.091917667427315513e+29 5.900492216588178314e-25 6.704247998991120654e-24
-2.313233852386474609e+00 1.412079718400000000e+10 5.703499038213443025e+28 1.493087974593893164e-26 1.489123757492907096e-24
-4.806360900402069092e-01 9.349165056000000000e+09 6.521466464682381318e+29 2.802857555433891245e-25 9.859262479542727645e-25
7.480032920837402344e+00 1.376480563200000000e+10 2.033982934884299666e+29 2.819384253028029663e-26 1.451582162836278602e-24
9.338436126708984375e+00 1.388737536000000000e+10 9.130131177386426441e+29 2.208523031796734929e-26 1.464507944591164338e-24
-3.237408697605133057e-01 3.214842675200000000e+10 3.964801146031158720e+28 4.458804538870860558e-26 3.390246491601270944e-24
7.420582175254821777e-01 1.889224448000000000e+09 3.922078746486603956e+29 1.497565407343483720e-25 1.992301742724137208e-25
6.356399536132812500e+00 7.450112819200000000e+10 2.283971604966607334e+29 1.499662174977657881e-25 7.856595498954438953e-24
3.257351398468017578e+00 1.310739660800000000e+10 4.655701401914952377e+29 3.304724453840644035e-26 1.382254404079900964e-24
-2.773610949516296387e-01 1.257137561600000000e+10 3.398844412525163219e+28 4.625703840588470026e-25 1.325727787055384142e-24
